full_name,license_number,region,country,top_clients,verified_status,total_clients,success_rate,avg_contract_value,best_negotiated_contract,preferred_contract_terms,contact_email,phone_number,profile_rating,years_experience,languages_spoken,specialization,last_contract_date,agency_affiliation
Katelyn Swanson,FAB59B9EE6,East Africa,Ethiopia,"Wilfried Zaha, Patson Daka, Ali Maâloul, Victor Osimhen",False,92,81.4,6889003.51,"EUR 18,793,023.12 - Michael Olunga",Youth Development Oriented,katelyn.swanson@coleman-ford.com,+251028785144,4.1,2,"Portuguese, Swahili, Arabic, English","Youth Development, Player Marketing",2024-04-05,Heath-Hart
Howard Carpenter,FA90CDBB88,Southern Africa,Namibia,"Michael Olunga, Yassine Bounou",False,35,64.04,13051061.15,"EUR 13,884,737.13 - Mbwana Samatta",Renewal Option at Club’s Discretion,howard.carpenter@edwards-doyle.com,+264853375311,3.58,24,"French, Swahili, Portuguese, English","Youth Development, Talent Scouting",2025-01-15,Fowler-Jennings
Amanda Phillips,FA79570E0A,West Africa,Gambia,"Kalidou Koulibaly, Yassine Bounou, Michael Olunga",True,21,60.17,12004816.66,"EUR 21,094,448.73 - Victor Osimhen",Balanced Terms with Bonuses,amanda.phillips@marshall-james.com,+220757355773,3.94,23,"English, French, Portuguese","Talent Scouting, International Transfers, Contract Negotiation",2024-07-30,"Lane, Robinson and Lewis"
Andrew Ryan,FA10A1BF5E,East Africa,Burundi,"Yassine Bounou, Karl Toko Ekambi",True,85,72.47,8733766.04,"EUR 11,306,486.22 - Inaki Williams",High Base + Short Duration,andrew.ryan@larson.net,+257013112398,3.86,27,"Arabic, Portuguese, Swahili, French","Career Development, Talent Scouting",2024-07-01,Mckenzie Ltd
Tara Perez,FA0297A382,North Africa,Western Sahara,"Achraf Hakimi, Victor Osimhen",False,76,84.2,13703027.25,"EUR 22,026,961.51 - Frank Kessié",No-trade Clause,tara.perez@larson.biz,+000305139817,4.23,4,"English, Spanish, Portuguese, Arabic","Contract Negotiation, Player Marketing",2024-07-22,Smith-Duffy
William Anderson,FAC53B1120,West Africa,Mali,"André Onana, Sadio Mané",False,12,64.2,13610741.06,"EUR 14,394,675.74 - Édouard Mendy",Signing-on Fee Included,william.anderson@allen.net,+223884625884,4.32,16,"Portuguese, Swahili, English","Player Marketing, Contract Negotiation, Youth Development",2024-03-21,Valencia-Rodriguez
Jessica Gill,FACA548721,West Africa,Mauritania,"Youssef Msakni, Aymen Balbouli, Edmond Tapsoba, Yassine Bounou",True,94,74.81,14087852.77,"EUR 21,387,075.85 - André Onana",Balanced Terms with Bonuses,jessica.gill@lee.com,+222691677719,4.51,15,"Arabic, English, French","Talent Scouting, Youth Development, Player Marketing",2025-01-19,Ward-Chavez
Lynn Wood,FAD9494314,East Africa,Mauritius,"Wilfried Zaha, Yassine Bounou",False,18,70.67,14716531.79,"EUR 18,107,618.80 - Patson Daka",Sponsorship-linked Earnings,lynn.wood@johnson-rivera.com,+230639323889,4.85,14,"Swahili, English","Player Marketing, Talent Scouting",2024-11-16,Webb-Ray
Diamond Mcdonald,FA0D8F2404,East Africa,Eritrea,"Vincent Aboubakar, Percy Tau, Kalidou Koulibaly, Victor Osimhen",True,59,78.34,13113389.78,"EUR 15,020,886.53 - Frank Kessié",High Base + Short Duration,diamond.mcdonald@becker-bennett.com,+291644895168,4.02,12,"Spanish, Portuguese","Talent Scouting, International Transfers, Career Development",2024-06-21,"Harris, Ayala and Williams"
Eric Walters,FA8FFDF611,East Africa,Seychelles,"Wahbi Khazri, Riyad Mahrez, Inaki Williams",False,57,91.19,12216620.17,"EUR 20,224,904.20 - Victor Osimhen",Long-term Development Focus,eric.walters@miller.com,+248629661060,4.72,12,"French, English","Contract Negotiation, Talent Scouting, Player Marketing",2024-04-24,"Miller, Ford and Khan"
Bobby Beard,FA4D792FCF,Central Africa,Angola,"Thomas Partey, Chancel Mbemba, Frank Kessié, Mohamed Salah",True,71,96.45,4958563.1,"EUR 10,831,042.49 - Achraf Hakimi",Appearance-based Bonuses,bobby.beard@rogers.com,+244157357684,3.87,18,"English, Swahili","Player Marketing, International Transfers",2025-03-08,Cruz-Thornton
Brittney Obrien,FAA97B98BC,East Africa,Mauritius,"Chancel Mbemba, Kalidou Koulibaly, Achraf Hakimi, Frank Kessié",False,44,77.31,2255778.75,"EUR 3,009,598.42 - Anis Ben Slimane",Sponsorship-linked Earnings,brittney.obrien@arroyo.com,+230334543964,3.9,3,"Swahili, Portuguese, French, Arabic","Career Development, Player Marketing",2024-09-04,Kim-Washington
John Duncan,FA89404F41,West Africa,Burkina Faso,"Frank Kessié, Wahbi Khazri",True,71,70.2,2431385.55,"EUR 20,076,981.03 - Vincent Aboubakar",Relegation Release Clause,john.duncan@fuentes-sharp.info,+226939663487,3.78,2,"Portuguese, Spanish, Swahili","Youth Development, International Transfers",2025-01-06,"Evans, Thomas and Shepard"
Edward Gomez,FA0DB23298,Southern Africa,South Africa,"Mbwana Samatta, Frank Kessié, Anis Ben Slimane",False,77,62.6,9075498.61,"EUR 15,453,581.73 - Riyad Mahrez",Appearance-based Bonuses,edward.gomez@santos.com,+27460947997,4.4,20,"Portuguese, French, Spanish, Swahili","Talent Scouting, Player Marketing, Youth Development",2024-09-30,Galloway-Patterson
Maria Green,FA5EEC4472,West Africa,Mauritania,"Patson Daka, Edmond Tapsoba, Mbwana Samatta, Samuel Chukwueze",True,67,84.06,10692426.81,"EUR 21,860,085.08 - Edmond Tapsoba",Incentive-driven Performance,maria.green@campbell.org,+222808500489,3.8,24,"Spanish, English","Career Development, Player Marketing, Youth Development",2024-04-27,"Ramirez, Ponce and Romero"
Steven Lozano,FABC01628C,North Africa,Morocco,"Youssef Msakni, Vincent Aboubakar, Aymen Balbouli, Edmond Tapsoba",False,24,73.86,11368121.68,"EUR 17,250,926.07 - Inaki Williams",Renewal Option at Club’s Discretion,steven.lozano@noble.com,+212635443172,4.97,14,"French, Arabic, English","International Transfers, Player Marketing, Talent Scouting",2024-05-28,"Graham, Martin and Smith"
Brett Day,FA458468E6,Central Africa,Angola,"Victor Osimhen, Édouard Mendy, Riyad Mahrez",True,80,60.12,6480521.64,"EUR 10,781,210.77 - Karl Toko Ekambi",Buyout Clause Protection,brett.day@moore.info,+244900679501,4.09,9,"French, Portuguese, English, Arabic","International Transfers, Talent Scouting, Contract Negotiation",2024-12-13,Collins-Ewing
Christine Soto,FA92DFE550,North Africa,Egypt,"Kalidou Koulibaly, Samuel Chukwueze",False,9,75.5,9701873.58,"EUR 17,460,472.37 - Achraf Hakimi",Relegation Release Clause,christine.soto@holmes-pugh.org,+20716714929,4.0,24,"Portuguese, Arabic, French, Spanish","Youth Development, Contract Negotiation",2024-10-16,Porter-Parker
Kenneth Perez,FA5FFA9DF0,North Africa,Morocco,"Frank Kessié, André Onana",True,57,78.92,12489004.39,"EUR 17,571,114.14 - Thomas Partey",Long-term Development Focus,kenneth.perez@davis-smith.org,+212510679608,3.96,17,"Portuguese, English, French","Career Development, Contract Negotiation",2024-06-29,"Murillo, Greene and Cruz"
Stephanie Warren,FA53B2B9BC,Southern Africa,Botswana,"Aymen Balbouli, Aymen Dahmen, Karl Toko Ekambi, Victor Osimhen",True,15,94.4,13140157.23,"EUR 14,764,533.26 - Aymen Dahmen",Sponsorship-linked Earnings,stephanie.warren@wagner.com,+267793063541,4.02,9,"Swahili, French, English","Youth Development, Player Marketing",2024-03-29,Kim Ltd
Amy Gray,FA5819230E,West Africa,Niger,"Achraf Hakimi, Wahbi Khazri",False,28,66.54,5294288.83,"EUR 18,524,981.63 - Seifeddine Jaziri",Experience-based Scaling,amy.gray@garcia.info,+227321526653,4.15,19,"English, Spanish","Youth Development, Talent Scouting, International Transfers",2024-10-07,"Lawson, Cook and Hendricks"
Stephen Armstrong,FA0A26EAF1,Central Africa,Angola,"André Onana, Mohamed Salah, Anis Ben Slimane",True,83,69.03,3022159.49,"EUR 17,115,496.09 - Anis Ben Slimane",Youth Development Oriented,stephen.armstrong@hansen.com,+244670981821,3.75,22,"English, Arabic, Portuguese","Youth Development, Career Development, Contract Negotiation",2025-02-03,Zimmerman Ltd
John Wheeler,FA62C579F6,West Africa,Liberia,"Thomas Partey, Percy Tau",True,87,81.96,14090139.5,"EUR 20,419,485.43 - Édouard Mendy",Sponsorship-linked Earnings,john.wheeler@porter-morales.net,+231526622367,4.33,11,"Spanish, English, Swahili","Career Development, Youth Development, Contract Negotiation",2024-12-23,"Rhodes, Perez and Peters"
Tanya Dennis,FA53E19897,West Africa,Gambia,"Michael Olunga, Seifeddine Jaziri",False,86,67.75,10557691.22,"EUR 11,611,246.43 - Percy Tau",Long-term Development Focus,tanya.dennis@ford.com,+220386634547,4.46,16,"English, Spanish","Career Development, Youth Development",2024-03-23,Mullins-Nichols
Roger Bell,FA2FF9B57B,Southern Africa,Botswana,"Anis Ben Slimane, André Onana, Seifeddine Jaziri",True,93,62.93,4449960.85,"EUR 17,391,466.99 - Mohamed Salah",Sponsorship-linked Earnings,roger.bell@martin.com,+267454919047,4.6,11,"French, Portuguese, Swahili","Youth Development, Contract Negotiation",2024-06-26,Dalton-Duffy
Dominique Ritter,FAF3DD893F,East Africa,Zimbabwe,"André Onana, Wilfried Zaha, Sadio Mané, Anis Ben Slimane",False,16,74.52,2810502.39,"EUR 3,330,455.89 - Ali Maâloul",Championship Clause Activation,dominique.ritter@jennings-marshall.com,+263593972336,3.61,14,"Arabic, Swahili, English, Spanish","Player Marketing, Career Development, Contract Negotiation",2025-03-07,Johnson Ltd
Leah Cuevas,FA5DEF7A29,Central Africa,Democratic Republic of the Congo,"Édouard Mendy, Achraf Hakimi, Wahbi Khazri",False,37,79.56,363067.96,"EUR 20,342,791.08 - Kalidou Koulibaly",Medical & Injury Coverage,leah.cuevas@williams.net,+243394278953,4.18,21,"French, Spanish","Contract Negotiation, Career Development",2024-06-09,Sanchez and Sons
Stephanie Wyatt,FA5F1DA1F1,East Africa,Uganda,"Aymen Balbouli, Édouard Mendy",True,29,60.02,10461159.24,"EUR 19,110,385.63 - Mbwana Samatta",Championship Clause Activation,stephanie.wyatt@williams.biz,+256428309820,4.96,4,"English, Spanish, Arabic, French","Contract Negotiation, Player Marketing, Youth Development",2024-08-10,Bell LLC
Mikayla Vargas,FA2313F636,West Africa,Nigeria,"Aymen Balbouli, Yassine Bounou, Edmond Tapsoba, Seifeddine Jaziri",False,100,96.91,1224211.84,"EUR 18,370,173.62 - Youssef Msakni",Revenue-sharing from Transfers,mikayla.vargas@baldwin-long.com,+234533124619,4.92,26,"Spanish, Portuguese, Swahili","International Transfers, Player Marketing, Career Development",2024-10-27,Wood LLC
Michael Dawson,FA65E9272D,East Africa,Uganda,"Yassine Bounou, Ali Maâloul, Wahbi Khazri, Thomas Partey",False,10,87.6,3771327.94,"EUR 20,728,497.38 - Kalidou Koulibaly",Renewal Option at Club’s Discretion,michael.dawson@peterson.com,+256321619408,4.44,17,"Portuguese, Arabic, Swahili, English","Youth Development, Contract Negotiation, Player Marketing",2024-03-27,"Mcclain, Chapman and Ellis"
Greg Keith,FACBEE78BD,North Africa,Algeria,"Youssef Msakni, Percy Tau, Vincent Aboubakar, Wahbi Khazri",False,95,70.89,1972084.61,"EUR 17,256,303.71 - Percy Tau",Appearance-based Bonuses,greg.keith@stone.com,+213608312306,4.9,9,"English, Spanish, Arabic, Swahili","Talent Scouting, International Transfers, Player Marketing",2024-08-09,"Horton, Roberts and Hernandez"
Dana Barnes,FA03D6C32E,West Africa,Benin,"Aymen Balbouli, Patson Daka, Anis Ben Slimane, Riyad Mahrez",True,12,67.48,2458521.26,"EUR 21,864,380.33 - Yassine Bounou",Sponsorship-linked Earnings,dana.barnes@hernandez-boone.biz,+229560050360,4.67,4,"Spanish, French, English, Arabic","Player Marketing, Youth Development, Talent Scouting",2024-07-12,Montgomery LLC
Rachel Moreno,FAF219A080,Southern Africa,Namibia,"Youssef Msakni, Michael Olunga, Anis Ben Slimane",False,13,61.3,2761217.32,"EUR 9,935,870.71 - Aymen Dahmen",Renewal Option at Club’s Discretion,rachel.moreno@jones.info,+264638129663,4.51,30,"Arabic, Portuguese, French, Spanish","Contract Negotiation, Talent Scouting",2025-03-05,Strickland-Brown
Anthony Solis,FAA33CE7D6,West Africa,Sierra Leone,"Ali Maâloul, Samuel Chukwueze, Mohamed Salah, Mbwana Samatta",True,93,60.94,14094424.24,"EUR 18,685,856.08 - Wilfried Zaha",Buyout Clause Protection,anthony.solis@smith.com,+232012773493,3.52,29,"Spanish, French, Arabic, English","Contract Negotiation, Youth Development, Talent Scouting",2024-08-09,Stokes-Valdez
Samantha White,FA7237C76B,Southern Africa,Botswana,"Vincent Aboubakar, Ali Maâloul",False,56,81.56,10877685.86,"EUR 21,352,998.09 - Wahbi Khazri",Performance-based + Image Rights,samantha.white@clark-nunez.com,+267387791965,4.87,1,"French, Swahili","Talent Scouting, Youth Development, Career Development",2024-04-24,"Moore, Olsen and Baldwin"
Brooke Hansen,FA50E84F1A,Central Africa,Sao Tome and Principe,"André Onana, Patson Daka, Samuel Chukwueze",True,62,64.63,3620525.39,"EUR 17,443,024.18 - Mbwana Samatta",Long-term Development Focus,brooke.hansen@johnson-daniels.net,+000756908547,4.9,28,"Arabic, Portuguese, English, French","Youth Development, Contract Negotiation",2024-08-29,"Conner, Smith and Morrow"
Latoya Ferguson,FAB574C673,Central Africa,Central African Republic,"Mohamed Salah, André Onana, Samuel Chukwueze",False,73,90.59,8497669.21,"EUR 9,198,652.69 - Michael Olunga",Endorsement Deal Integration,latoya.ferguson@gonzalez-patterson.com,+236235225339,4.37,16,"French, Swahili","International Transfers, Contract Negotiation, Talent Scouting",2025-01-29,Patrick Group
Corey Thornton,FAAC72F27F,Southern Africa,Botswana,"Seifeddine Jaziri, Mbwana Samatta, Michael Olunga, Riyad Mahrez",False,52,67.62,3270830.28,"EUR 18,052,914.38 - Youssef Msakni",No-trade Clause,corey.thornton@pham-huerta.com,+267821947560,4.54,18,"Swahili, Spanish","Youth Development, Talent Scouting, Career Development",2024-05-24,"Duffy, Owens and Fields"
Taylor Newton,FA27D244C8,Southern Africa,Lesotho,"Inaki Williams, Seifeddine Jaziri, Aymen Balbouli",True,65,87.32,9858700.35,"EUR 14,268,596.37 - Percy Tau",High Base + Short Duration,taylor.newton@hart.info,+266084931926,4.64,27,"French, English","Talent Scouting, Youth Development",2024-06-01,Curtis LLC
Nancy Brown,FAE9A974BD,East Africa,Eritrea,"André Onana, Mohamed Salah",True,47,96.53,4627437.38,"EUR 17,112,728.50 - Yassine Bounou",Signing-on Fee Included,nancy.brown@jones.com,+291514929937,4.74,19,"Spanish, French, Swahili, Portuguese","International Transfers, Player Marketing, Career Development",2024-06-22,Rivera-Leonard
Anthony Williamson,FA9FF0CE32,North Africa,Algeria,"Seifeddine Jaziri, Mohamed Salah, Édouard Mendy",True,9,61.47,851596.56,"EUR 4,228,966.47 - Édouard Mendy",Long-term Development Focus,anthony.williamson@west-gray.org,+213602229375,4.3,26,"English, Swahili","Talent Scouting, Career Development",2025-02-08,Shepard Group
Cynthia Miranda,FA4B629D75,West Africa,Sierra Leone,"Aymen Balbouli, Chancel Mbemba, Seifeddine Jaziri",True,21,69.17,10156291.45,"EUR 16,905,488.86 - Thomas Partey",Market Value Dependent,cynthia.miranda@lewis.com,+232519400769,4.42,7,"Portuguese, English, French","Player Marketing, Youth Development",2024-06-19,"Ramirez, Hernandez and Jackson"
Joshua Black,FABEB27FD7,East Africa,Somalia,"Wilfried Zaha, Percy Tau, Frank Kessié, Aymen Dahmen",False,48,72.87,11861242.13,"EUR 17,051,164.43 - Aymen Balbouli",Appearance-based Bonuses,joshua.black@price.net,+252276172957,4.7,17,"English, Swahili, Portuguese, French","Youth Development, Career Development, Player Marketing",2024-03-22,Lewis Group
Michelle Romero,FA4C9BA35B,East Africa,Djibouti,"Edmond Tapsoba, Aymen Dahmen",True,18,71.03,7838347.0,"EUR 19,527,904.92 - Karl Toko Ekambi",Long-term Development Focus,michelle.romero@spencer-harrington.com,+253230250075,4.82,15,"Swahili, Spanish, English","Youth Development, International Transfers, Player Marketing",2024-06-26,Lewis Group
Laura Smith,FAABB499C3,Central Africa,Democratic Republic of the Congo,"Aymen Balbouli, Wilfried Zaha, Seifeddine Jaziri, Édouard Mendy",False,92,94.2,2564620.39,"EUR 6,677,496.53 - Sadio Mané",Performance-based + Image Rights,laura.smith@arnold-knight.com,+243597400442,4.83,1,"French, Arabic, Portuguese, Swahili","Player Marketing, Contract Negotiation, Talent Scouting",2024-08-09,"Morris, Simpson and Palmer"
Joseph Mooney,FA1FD28015,Central Africa,Gabon,"Victor Osimhen, Mohamed Salah, Frank Kessié, Anis Ben Slimane",True,11,95.8,8794074.74,"EUR 19,613,273.48 - Aymen Balbouli",Sponsorship-linked Earnings,joseph.mooney@rivera-cowan.info,+241276312171,4.79,7,"English, French, Swahili, Portuguese","Contract Negotiation, Talent Scouting",2024-11-27,Stuart-Freeman
